id,title,vegetarian,vegan,dairyFree,veryHealthy,veryPopular,lowFodmap,ketogenic,image,aggregateLikes,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,calories,Fat_g,Saturated Fat_g,Carbohydrates_g,Sugar_g,Cholesterol_mg,Sodium_mg,Protein_g,Vitamin B3_mg,Iron_mg,Vitamin B2_mg,Calcium_mg,Vitamin B1_mg,Potassium_mg,Zinc_mg,Magnesium_mg,Vitamin B12_µg,Vitamin B5_mg,Vitamin E_mg,Fiber_g,Vitamin A_IU,Vitamin C_mg,Alcohol_g
1132,What’s your sodium style,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,0,49,17.7,15.18,67.12,"lunch,main_dish,dinner","crushed red pepper,dry white wine,fresh parsley,garlic,lemon zest,olive oil,onion,peas,roasted red peppers,saffron threads,short grain rice,tilapia,vegetable broth",433.57,6.89,1.21,68.53,3.31,28.35,883.89,18.07,6.03,4.68,0.13,47.67,0.52,419.15,1.47,51.43,0.9,1.36,1.17,4.3,1235.23,35.15,3.09
1133,Whole Roast Fish With Salmoriglio,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1133-556x370.jpg,0,46,1.95,85.75,12.3,snack,"bay leaves,extra virgin olive oil,fish,fresh thyme leaves,garlic,garlic,lemon,lemon juice,lemon zest,olive oil,oregano,oregano leaves,parsley leaves,red onion,salt and pepper",689.37,68.92,9.64,22.24,4.61,0.5,211.53,3.52,0.93,6.24,0.13,222.88,0.1,433.53,0.74,53.73,0,0.4,11.46,7.68,1771.8,73.01,0
1134,Coconut-guajillo Poached Seafood Taco With Yucatan Salsa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1134-556x370.jpg,6,37,24.24,52.07,23.69,"lunch,main_dish,dinner","avocado,bay leaf,canned coconut milk,coarse salt,corn tortillas,garlic,guajillo chile,lemon zest,lime,orange zest,salmon,salsa,serrano chile,sugar",424.21,25.36,12.95,25.95,7.93,62.37,492.18,26.56,10.74,2.54,0.52,66.37,0.34,1026.25,1.72,87.38,3.61,2.59,1.29,6.43,423.15,13.24,0
1136,Grilled Fish,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1136-556x370.jpg,6,26,53.62,43.61,2.77,"lunch,main_dish,dinner","chili powder,cilantro,coarse salt,ground cumin,lime wedges,olive oil,oregano,red snapper",119.36,5.67,0.86,0.81,0.09,27.97,447.54,15.68,0.32,0.56,0,35.44,0.04,339.36,0.32,27.08,2.27,0.58,1.72,0.46,310,1.62,0
1137,Cheddar Beer Soup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1137-556x370.jpg,0,13,19.98,64.41,15.61,soup,"ale,black pepper,carrots,celery,cheddar,cooked bacon,dry mustard,flour,garlic,leeks,low sodium chicken broth,salt,turkish bay leaf,butter,whole milk,worcestershire ",541.06,37.93,23.08,20.69,7.3,112.8,1064.72,26.47,2.74,2,0.54,680.06,0.19,475.96,3.08,50.93,1.15,0.88,0.98,1.59,5080.15,5.88,2.21
1138,"Grilled Fish and ""Chips",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1138-556x370.jpg,0,27,28.07,46.82,25.11,"lunch,main_dish,dinner","capers,fingerling potatoes,flat-leaf parsley,kosher salt,lemon juice,lemon wedges,lemon zest,mayonnaise,olive oil,striped bass",486.77,25.14,4.07,30.34,1.77,143.84,938.93,33.9,5.41,2.98,0.12,51.82,0.31,1165.84,1.23,109.37,6.52,1.82,1.68,3.99,258.84,36.67,0
1140,Scallop Salad With Sweet Vanilla Chili Dressing,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1140-556x370.jpg,4,1,9.21,44.87,45.92,salad,"chili ,cilantro,lime juice,napa cabbage,olive oil,salad greens,dry milk,sesame oil,sugar,tomato ketchup,vanilla pod,water",64.07,3.23,1.08,7.45,6.31,4.85,107.75,1.49,0,0,0.07,48.53,0.02,101.16,0.19,5.84,0.16,0.12,0.34,0.26,103.58,2.66,0
1141,Fish Stew,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1141-556x370.jpg,0,66,22.97,46.98,30.05,"lunch,main_dish,dinner","bay leaf,canned tomatoes,cumin,fresh dill,fresh flat leaf parsley,garlic,little neck clams,olive oil,onion,paprika,red bell pepper,saffron threads,salt and pepper,sea bass,water,white wine,yellow bell pepper",625.51,26.08,3.84,37.52,16.02,94.5,651.61,28.69,7.31,7.96,0.37,172.41,0.39,1599.87,2.14,150.89,5.75,2.11,9.23,9.63,7258.04,213,21.63
1142,Fish Baked In Salt,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1142-556x370.jpg,55,85,39.71,30.66,29.63,"lunch,main_dish,dinner","bay leaves,egg whites,extra-virgin olive oil,fresh thyme,lemon zest,sea bass,sea bream",652.29,24.63,2.99,53.55,14.04,146.67,363.34,71.78,5.21,4.35,0.41,476.79,0.38,1036.88,1.58,125.92,7.02,2.48,2.84,35.37,343.6,430.37,0
1143,Chinese Steamed Fish With Scallions,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1143-556x370.jpg,2,31,48.25,48.8,2.95,"lunch,main_dish,dinner","ginger,light soy ,rabbit parts,scallions,sea bass,sesame oil",547.15,29.08,4.74,3.95,1.09,272.73,2249.44,64.69,8.76,4.02,0.17,71.88,0.37,1014.72,1.61,155.77,13.07,2.72,0.4,0.83,485.64,3.56,0
1144,"Blue Fish With Tomato, Garlic And Onions",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1144-556x370.jpg,1,1,11.11,76.46,12.43,appetizers,"canned tomatoes,capers,garlic,kalamata olives,milk,olive oil,sea bass,yellow onion",56.8,4.96,0.97,1.81,1.22,5.58,192.9,1.62,0,0,0.04,28.47,0.02,48.82,0,6.04,0.26,0.12,0.73,0.37,62.12,0,0
1145,Seafood Stew,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1145-556x370.jpg,7,4,45.12,40.85,14.03,appetizers,"canned tomatoes,chicken stock,sausage links,fennel bulbs,mussels,olive oil,orange peel,sea bass fillets,shrimp,yellow onion",102.84,4.6,1.23,3.56,1.25,77.71,323.42,11.43,1.8,1.48,0.07,48.77,0.09,248.21,0.96,26.16,2.24,0.38,0.62,0.74,95.84,5.24,0
1146,Seafood Stew,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1146-556x370.jpg,16,100,54.41,32.7,12.89,"lunch,main_dish,dinner","coarse salt,crusty bread,fennel bulb,garlic clove,low sodium chicken broth,olive oil,olive oil,red snapper fillets,red snapper fillets,tomato",300.07,10.93,1.89,9.68,1.54,62.94,411.54,40.9,4.41,1.44,0.11,99.07,0.11,1266.69,1.06,72.21,5.34,1.46,2.89,2.4,637.78,16.21,0
1147,Sicilian Fisherman Stew,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1147-556x370.jpg,0,79,51.23,27.34,21.43,"lunch,main_dish,dinner","dry white wine,extra virgin olive oil,fish fillets,fish stock,garlic cloves,new potatoes,onion,salt and pepper,spicy peppers,tomatoes",579.07,16.86,3.57,29.73,6.78,151.2,1402.39,71.09,18.27,3.96,0.38,168.11,0.28,1995.05,1.96,131.99,5.1,1.98,3.71,4.3,984.59,77.38,4.12
1148,Braised Hoisin Beer Short Ribs With Rosemary White-bean Purée,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1148-556x370.jpg,1,45,24.87,47.75,27.38,"lunch,main_dish,dinner","ale,beef short ribs,bean,creamy peanut butter,dry white wine,garlic cloves,ginger,hoisin ,low sodium chicken broth,olive oil,rice wine vinegar,rosemary,salt and pepper,snow peas,vegetable oil",1167.19,61.59,24.12,79.46,23.98,148.58,2083.87,72.18,14.66,12.67,0.65,229.82,0.36,1369.42,13.31,143.05,8.46,1.64,4.68,15.66,549.16,32.33,5.38
1149,Ginger Steamed Fish With Troy S Hana Style  Recipe,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1149-556x370.jpg,3,16,40.07,52.23,7.7,"lunch,main_dish,dinner","canola oil,fresh ginger,garlic,low sodium soy ,scallions,sesame oil,sesame seeds,striped bass",274.37,15.81,2.18,5.25,0.42,113.4,454.75,27.3,3.71,2.49,0.08,97.78,0.21,461.61,1.19,86.19,5.41,1.15,0.93,1.13,168.53,2.72,0
1150,Grilled Fish With Pesto ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1150-556x370.jpg,2,43,37.64,39.02,23.34,"lunch,main_dish,dinner","basil,cod fish filets,club soda,cream-style corn,food dye,food dye,lemon,olive oil,parmesan,pesto ,pine nuts,salt,spaghetti,wine,kids,kitchen  tabletop",979.48,37.3,8.91,50.2,3.96,167.88,1012.87,80.97,8.77,3.64,0.41,464.68,0.37,1780.8,4.01,195.15,3.46,1,5.27,2.64,783.46,7.6,15.39
1151,Emerils Fish Provencal,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1151-556x370.jpg,16,67,37.75,46.32,15.93,"lunch,main_dish,dinner","anise seed,coarse salt,italian seasoning,lemon zest,olive oil,red pepper flakes,striped bass,sweet onion,tomato,zucchini",351.55,18.25,2.9,14.12,9.84,136.08,336.73,33.46,4.79,2.74,0.25,84.98,0.3,1115.5,1.46,114.13,6.5,1.77,2.54,3.42,932.56,43.22,0
1152,French in a Flash: Chilean Sea Bass with Bouillabaisse Broth,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1152-556x370.jpg,0,19,11.23,69.74,19.03,"lunch,main_dish,dinner","baguette,bay leaf,canned tomatoes,fennel bulb,fish stock,garlic,juice of lemon,mayonnaise,mussels,olive oil,onion,roasted red pepper,saffron,salt and pepper,chilean sea bass,shrimps,white wine",690.05,52.25,8.49,32.09,7.09,88.21,2236.3,18.93,5.72,4.81,0.29,185.36,0.3,816.55,1.76,60.85,3.29,0.78,4.29,4.61,641.4,40.41,3.09
1153,Grilling Whole Fish,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1153-556x370.jpg,2,26,1.87,88.94,9.19,snack,"fish,lemon,olive oil,olive oil,bell pepper,salt,thyme sprigs",211.22,21.26,2.93,4.94,3.22,0.5,197.83,1,0.78,0.55,0.07,0,0.04,168.34,0.2,10.3,0,0.25,4.2,1.73,2357.12,97.79,0
1155,Grilled Fish Sandwich With Cabbage Slaw,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1155-556x370.jpg,7,23,28.08,48.43,23.49,"lunch,main_dish,dinner","caraway seed,celery stalk,coarse salt,green cabbage,mayonnaise,red onion,red wine vinegar,striped bass,vegetable oil,white sandwich bread",513.78,27.52,13.88,30.04,5.57,140.41,637.54,35.9,6.15,3.64,0.21,189.15,0.49,639.74,1.28,90.98,6.51,1.73,1.1,3.4,234.17,26.71,0
1156,Stilton Cheese Puffs,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1156-556x370.jpg,0,0,16.68,63.58,19.74,appetizers,"ale,eggs,flour,salt,stilton cheese,butter",28.98,1.99,1.18,1.39,0.03,15.02,52.81,1.17,0,0,0.03,17.81,0,0,0,0,0.06,0.1,0,0,64.11,0,0
1157,Fish Fumet,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1157-556x370.jpg,0,40,55.88,22.75,21.37,"lunch,main_dish,dinner","bay leaf,corn oil,fennel,leek,onion,parsley,red snapper,sea salt,water,bell pepper,white wine",373.46,6.6,0.86,13.94,6.95,62.9,330.59,36.46,1.5,1.43,0.11,99.99,0.16,1079.08,1.14,88.54,5.1,1.66,3.45,2.69,2870.93,107.5,15.14
1158,Ginger-steamed Fish With Troy's Hana-style ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1158-556x370.jpg,88,3,40.57,51.81,7.62,appetizers,"canola oil,fish,fresh ginger,garlic,low sodium soy ,scallions,sesame oil,sesame seeds,striped bass",83.27,4.76,0.66,1.57,0.13,34.52,136.94,8.39,1.15,0.75,0.03,29.43,0.06,141.5,0.36,26.13,1.64,0.35,0.28,0.34,50.56,0,0
1160,Grilled Halibut Salad Niçoise,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1160-556x370.jpg,68,51,21.28,49.56,29.16,salad,"boston lettuce,dijon mustard,fresh parsley,garlic,grape tomatoes,bean,ground pepper,hard-boiled eggs,juice of lemon,kalamata olives,olive oil,olive oil,orange juice,red potatoes,red wine vinegar,salt,salt,striped bass",396.64,22.27,3.69,29.48,7.57,153.73,521.85,21.52,4.05,3.58,0.32,95.3,0.32,1154.38,1.35,94.59,3.17,1.57,3.5,5.64,2337.06,39.52,0
1161,Fish And Chips,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1161-556x370.jpg,1,52,39.97,23.85,36.18,"lunch,main_dish,dinner","coarse salt,cod fillets,lemon wedges,butter,malt vinegar,olive oil,paprika,pepper,russet potatoes,yellow cornmeal",352.05,9.22,1.47,31.44,1.91,73.94,410.15,34.75,5.04,2.13,0.19,68.2,0.27,1256.45,1.6,97.71,1.59,0.74,2.21,2.86,150.96,8.9,0
1162,"Fish With Olives, Pine Nuts, Basil And Wine",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1162-556x370.jpg,10,0,3.31,90.67,6.02,appetizers,"basil leaves,dry white wine,fish,garlic,kosher salt,olive oil,olives,pine nuts",26.01,2.56,0.31,0.38,0.07,0.06,224.1,0.21,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.24
1163,Salt-baked Striped Bass with Herb Lemon Chile  (Branzino Sotto Sale con Salmoriglio),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1163-556x370.jpg,0,36,38.74,55.92,5.34,"lunch,main_dish,dinner","egg whites,flat-leaf parsley,flat-leaf parsley,fresh thyme,garlic clove,garlic cloves,kosher salt,kosher salt,lemon,lemon juice,olive oil,olive oil,oregano,oregano,red chiles,striped bass",459.95,28.44,4.36,6.12,1.68,180,132647.62,44.33,5.09,4.53,0.25,171.72,0.25,779.03,1.41,110.63,8.62,1.86,3.86,1.82,517.11,33.06,0
1164,Mediterranean Fish Fillets,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1164-556x370.jpg,13,5,52.17,29.62,18.21,appetizers,"basil leaves,canned tomatoes,garlic powder,kalamata olive,olive oil,onion,orange roughy,thyme leaves,white wine",31.07,1.01,0.12,1.4,0.74,13.61,69.62,4.01,0.52,0.43,0.02,0,0.02,84.24,0,7.26,0.09,0,0.6,0.39,54.72,1.47,0
1165,Summer Ceviche,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1165-556x370.jpg,13,78,56.19,35.66,8.15,"lunch,main_dish,dinner","fish,fish,fresh cilantro,fresh cilantro,jalapeno pepper,limes,olive oil,purple onion,salt and pepper",476.25,19.48,3.88,10.02,1.99,170.1,373.51,69.06,13.51,2.53,0.24,65.17,0.17,1140.44,1.24,98.62,5.38,1.87,3.63,2.64,133.79,29.48,0
1166,Marinated Fish Skewers,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1166-556x370.jpg,0,36,46.55,50.44,3.01,"lunch,main_dish,dinner","cayenne pepper,cilantro,cumin,extra virgin olive oil,fish,fresh cilantro,garlic cloves,lemon juice,lemon wedges,paprika,salt,turmeric",292.01,16.6,2.89,2.23,0.51,85.05,671.6,34.47,6.75,1.44,0.12,25.73,0.08,562.45,0.64,49.79,2.69,0.88,2.87,0.4,361.46,7.15,0
1167,Emerils Fish Provencal,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1167-556x370.jpg,2,3,37.75,46.32,15.93,appetizers,"anise seed,coarse salt,italian seasoning,lemon zest,olive oil,red pepper flakes,striped bass,sweet onion,tomato,zucchini",31.25,1.62,0.26,1.26,0.88,12.1,206.5,2.97,0.43,0.25,0.02,0,0.03,99.19,0,10.15,0.58,0.16,0.23,0.3,82.89,3.84,0
1168,Grouper with Jicama and bean ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1168-556x370.jpg,0,98,47.86,31.03,21.11,"lunch,main_dish,dinner","blackbean,cilantro leaves,cilantro leaves,dry white wine,jicama,lime juice,olive oil,olive oil,poblano chile,red snapper fillets,salt and pepper,scallions,tomato",346.36,11.41,1.78,17.47,2.38,62.94,309.5,39.6,1.12,1.84,0.06,83.49,0.22,1070.5,1.29,98.47,5.1,1.51,3.4,6.95,646.35,30.94,1.55
1169,Striped Bass Plaki,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1169-556x370.jpg,2,2,3.6,71.91,24.49,appetizers,"capers,coarse salt,fresh rosemary,fresh thyme,kalamata olives,lemon,lemons,olive oil,oregano,plum tomatoes,red onion,russet potatoes,sweet onion,butter,white wine,whole garlic,zucchini,torn,weakfish",213.08,16.46,3.04,12.62,3.15,4.01,376.37,1.85,0.62,0.98,0.06,36.7,0.07,306.07,0.32,22.21,0,0.25,2.41,2.1,253.73,21.85,2.47
1170,Chili-braised Fish With Tomatoes And Potatoes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1170-556x370.jpg,39,7,30.97,34.97,34.06,appetizers,"grape tomatoes,kosher salt,low sodium chicken broth,new potatoes,olive oil,onion,oregano leaves,poblano peppers,striped bass",53.51,2.1,0.34,4.6,0.77,15.55,211.42,4.19,0.83,0.46,0.02,10.43,0.05,186.12,0.18,15.07,0.75,0.23,0.35,0.8,158.13,11.3,0
1171,Simple Fish And Corn,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1171-556x370.jpg,7,4,6.14,64.46,29.4,snack,"cayenne,ears corn,fish fillets,lemon,olive oil,salt",243.85,18.87,2.74,19.36,6.31,2,210.27,4.05,1.78,0.75,0.06,0,0.15,293.06,0.44,36.58,0.06,0.72,2.64,2.56,184.64,20.45,0
1172,Grilled Halibut With Salt-and-vinegar Potatoes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1172-556x370.jpg,58,3,40.3,30.52,29.18,appetizers,"baby arugula,cider vinegar,kosher salt,lemon juice,olive oil,red onion,russet potatoes,striped bass",33.32,1.12,0.19,2.4,0.23,13.61,206.53,3.32,0.48,0.27,0,0,0.03,99.9,0,10.24,0.65,0.17,0,0,0,1.29,0
1173,Seafood Chowder With Crispy Bread Crumbs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1173-556x370.jpg,39,2,16.12,57.76,26.12,appetizers,"clam juice,dry white wine,fresh flat-leaf parsley,half n half,kosher salt,leeks,littleneck clams,olive oil,sea bass,white sandwich bread",50.3,3.04,0.97,3.09,0.69,9.32,248.14,1.91,0.26,0.32,0.02,20.11,0.02,57.73,0,7.22,0.41,0.11,0.36,0,202.59,1.82,0.49
1174,Steamed Fish With Ginger,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1174-556x370.jpg,3,90,49.16,42.88,7.96,"lunch,main_dish,dinner","garlic,ginger,kosher salt,rice wine,scallions,sesame oil,snow peas,soy ,sugar,vegetable oil,white fish fillets",1191.93,56.11,29.18,23.43,9.21,340.19,1573.18,144.72,28.65,8.63,0.64,202.1,0.57,2654.72,3.11,247.91,10.75,4.62,5.02,6.21,2361.89,106.48,4.83
1175,Herb-Broiled Fish with Lemon Aioli,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1175-556x370.jpg,0,16,37.28,58.98,3.74,"lunch,main_dish,dinner","bay leaves,cayenne pepper,lemon,mayonnaise,olive oil,salt and pepper,sea bass fillets,thyme sprigs",331.93,21.57,3.49,3.08,0.94,141.96,400.9,30.67,3.63,1.97,0.07,40.43,0.18,483.8,0.75,72.34,6.51,1.36,1.51,0.98,244.6,16.07,0
1176,"Orange, Parsley, And Walnut Salad",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1176-556x370.jpg,0,23,6.37,68.12,25.51,appetizers,"coarse salt,dijon mustard,fish,olive oil,oranges,parsley,walnuts",39.92,3.22,0.39,2.71,1.74,0.07,200.13,0.68,0,0.46,0,17.47,0.03,74.26,0,7.99,0,0,0.36,0.76,545.31,17.3,0
1177,Redfish on the Half Shell,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1177-556x370.jpg,0,16,29.86,68.2,1.94,snack,"crushed red pepper,flat-leaf parsley,garlic cloves,lemon wedges,olive oil,salt and pepper,striped bass",137.68,10.37,1.54,0.66,0.07,45.33,237.39,10.22,1.25,0.73,0.02,14.78,0.06,167.69,0.27,24.5,2.16,0.44,1.38,0,311.33,4.17,0
1178,Paella,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1178-556x370.jpg,3,100,28.16,26.66,45.18,"lunch,main_dish,dinner","chicken stock,chorizo,chorizo,cockles,extra virgin olive oil,garlic cloves,green peas,lemon,mussels,mussels,onion,paprika,paprika,parsley,red pepper,red pepper,saffron,saffron,short grain rice,shrimp,shrimp,striped bass,striped bass,turmeric,turmeric",856.25,24.87,6.12,94.79,9.64,228.42,1308.48,59.09,13.65,11.97,0.61,131.83,0.98,1271.82,4.4,146.5,13.11,2.77,3.71,7.58,3883.96,80.51,0
1179,Oven-Roasted Whole Fish,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1179-556x370.jpg,0,100,33.17,31.72,35.11,"lunch,main_dish,dinner","bay leaves,fennel,lemon wedges,olive oil,salt and pepper,sea bass",560.39,20.66,3.08,51.45,0.03,180,714.41,48.62,9.22,7.17,0.29,379.5,0.3,3484.63,2.31,209.61,8.6,3.32,2.01,21.83,1152.68,84.84,0
1180,Rockfish Galettes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1180-556x370.jpeg,0,4,14.81,54.27,30.92,snack,"butter,crab boil seasoning,egg yolk,flour,ice water,lemon zest,rockfish,salt,white distilled vinegar",275.46,16.63,10.09,21.33,0.17,74.94,358.95,10.21,2.51,2.08,0.22,36.51,0.22,194.38,0.43,21.02,0.59,0.3,0.65,0.98,551.72,0.89,0
1181,Fisherman's Stew,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1181-556x370.jpg,0,41,52.79,40.25,6.96,"lunch,main_dish,dinner","bay leaves,canned tomatoes,celery,crushed red pepper,dry white wine,fish stock,garlic cloves,olive oil,onion,salt and pepper,shrimp,white fish fillets",445.3,19.04,3.52,7.4,3.42,184.84,1190.46,56.18,12.24,3.19,0.24,148.39,0.15,1080.24,1.72,88.33,3.98,1.34,4.14,1.38,180.07,7.67,3.09
1182,Salsa-baked Fish,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1182-556x370.jpg,0,65,44.64,18.22,37.14,"lunch,main_dish,dinner","cilantro,fish fillets,olive oil,salsa,salt,yukon gold potatoes",298.55,6.27,1.39,28.78,4.47,70.87,1181.01,34.58,8.56,6.78,0.19,99.54,0.13,1454.5,1.28,94.44,2.24,1.43,2.46,6.3,557.81,21.59,0
1183,Ligurian Seafood Stew,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1183-556x370.jpg,0,18,45.32,45.3,9.38,"lunch,main_dish,dinner","baby peas,basil leaves,broth,chorizo,crushed red pepper,crusty bread,dry white wine,garlic cloves,littleneck clams,olive oil,parmesan cheese,pine nuts,salt,sea bass fillets,shallots,shrimp,water",322.13,14.48,2.46,6.74,2.51,257.15,1280.09,32.59,2.52,3.2,0.07,154.29,0.14,371.85,2.25,74.4,4.4,0.77,2.4,1.06,593.49,9.65,4.12
1184,Ceviche with Crispy Plantains,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1184-556x370.jpeg,2,19,23.43,44,32.57,"lunch,main_dish,dinner","fresh cilantro,jalapeno pepper,juice of lemon,juice of lime,juice of orange,olive oil,plantains,poblano pepper,red bell pepper,red onion,chilean sea bass,shrimp,if",444.42,22.37,4.35,37.25,17.95,192.78,504.12,26.79,1.44,2.12,0.1,101.53,0.11,697.92,1.41,64.13,0.42,0.51,2.39,3.69,2139.87,88.12,0
1185,Portuguese Fish Stew,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1185-556x370.jpeg,60,77,17.11,50.38,32.51,"lunch,main_dish,dinner","bay leaves,bread,chicken broth,chorizo sausage,flat-leaf parsley,fresh flat-leaf parsley,garlic cloves,garlic cloves,kale,kosher salt,littleneck clams,olive oil,olive oil,onions,oregano,oregano,sea bass fillets,sea-salt,thyme sprigs,thyme sprigs,yukon gold potatoes",1106.53,62.78,16.01,91.13,8.55,99.29,3766.47,47.97,16.31,13.68,0.78,398.76,1.2,2089.23,5.59,168.45,4.09,2.74,4.5,9.92,7978.61,151.91,0
1186,Fish Stew With Saffron Couscous,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1186-556x370.jpg,0,53,33.71,32.34,33.95,"lunch,main_dish,dinner","cinnamon,couscous,dry white wine,fish stock,flat leaf parsley,garlic,golden raisins,grape tomatoes,halibut,littleneck clams,mussels,olive oil,pine nuts,red pepper flakes,saffron threads,sea-salt,shrimp,squid",754.04,24.63,3.4,58.19,13.1,341.2,1467.56,57.76,14.4,5.34,0.51,220.74,0.25,1367.65,4.28,138.56,7.02,1.6,5.47,4.05,664.23,16.68,9.27
1188,Gulf Fish en Papillote,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1188-556x370.jpg,0,32,46.98,27.53,25.49,"lunch,main_dish,dinner","baby cut carrots,bell pepper,black pepper,butter,celery,chervil,dry white wine,fresh tarragon,red onion,salt,sea bass fillets",301.15,8.44,3.53,17.59,8.99,146.83,530.87,32.41,4.64,2.85,0.17,99.4,0.26,939.45,1.16,98.15,6.51,1.86,0.83,4.75,10487.89,56.85,3.09
